#variable_id,variable_type,variable_name,display_name,aliases,bounds,default_unit_name,question
1346,numerical,thrombomodulin,Thrombomodulin,thrombomodulin|thrombomodulin  substance,,,
1347,numerical,cd8+,CD8-Positive T-Lymphocytes,"cd8+ t lymphocyte|t8 cells|lymphocytes, cd8-positive|cd8 cells|cd8 cell|lymphocyte positive for cd8 antigen  cell|cd8-positive t-lymphocyte|lymphocyte positive for cd8 antigen|cd8 positive lymphocytes|t8 cell|cd8+ t-lymphocyte|cd8+ lymphocyte|cell, t8|lymphocytes, t8|cd8 lymphocytes|t-lymphocyte, cd8-positive|cd8 positive t lymphocytes|cd8+ t cell|lymphocyte, t8|t8 lymphocyte|t8 lymphocytes|cd8-positive lymphocytes|cd8+ t lymphocytes|cd8 lymphocyte|cd8-positive lymphocyte|cells, t8|cd8-positive t-lymphocytes|lymphocyte, cd8-positive|t-lymphocytes, cd8-positive",,,
1348,numerical,neutrophils/leukocytes,Neutrophil to Leukocyte Ratio measurement,neutrophils/leukocytes|neutrophil to leukocyte ratio|neutle,,,
1349,numerical,vldl cholesterol,Very low density lipoprotein,"lipoproteins, very-low-density|very low density lipoprotein|prebeta-lipoproteins|vldl|vldl - very low density lipoprotein|pre beta lipoproteins|pre-beta-lipoproteins|prebeta lipoproteins|very-low-density lipoproteins|pre-beta lipoprotein|very low density lipoproteins|lipoproteins, vldl|very low density lipoprotein  vldl|very low density lipoprotein  substance|vldl lipoproteins",,,
1350,numerical,nucleated erythrocytes/erythrocytes,Nucleated Red Blood Cell to Erythrocyte Ratio Measurement,nucleated red blood cells/erythrocytes|nucleated erythrocytes/erythrocytes|rbcnurbc,,,
1351,numerical,a. tenuis alternata antigen igg4 ab,Alternaria tenuis alternata Antigen IgG4 Antibody Measurement,c130153|a. tenuis alternata antigen igg4 ab,,,
1352,numerical,"cd8 t-lymphocytes, naive",CD8 Antigens,"cd8|cd8 co-receptor|suppressor t lymphocyte marker|hla - class 1 human leukocyte antigen receptor|t-cell surface glycoprotein cd8|t8 - t-cell lineage 8|antigens, t-cell t8|lymphocyte antigen cd8  substance|antigens, leu-2|t-cell lineage 8|leucocyte 2|class 1 human leucocyte antigen receptor|cd8 antigens|t8 antigens, t-cell|hla - class 1 human leucocyte antigen receptor|cd8 molecule|lymphocyte antigen cd8|cluster of differentiation antigen 8|leu 2 antigens|okt8 - ortho kung t8|leu-2 antigens|cd8 complex|okt8 antigen|cd8 antigen|t-cell t8 antigens|cd8 - cluster of differentiation antigen 8|ortho kung t8|t8 molecule|leukocyte 2|antigens, cd8|t-suppressor / cytotoxic cell marker|t8 antigens, t cell|class 1 human leukocyte antigen receptor|antigen, cd8",,,
1353,numerical,glutamic acid decarboxylase antibody,Glutamate Decarboxylase,"l-glutamate-1-carboxy-lyase|glutamate decarboxylase  substance|decarboxylase, glutamate|glutamate carboxy-lyase|glutamic acid decarboxylase|decarboxylase glutamate|decarboxylase, glutamic acid|acid decarboxylase, glutamic|carboxy-lyase, glutamate|glutamate carboxy lyase|glutamate decarboxylase",,,
1354,numerical,cytomegalovirus igm antibody,Cytomegalovirus IgM Antibody Measurement,cmvigmab|cytomegalovirus igm antibody|cytomegalovirus igm antibody measurement,,,
1355,numerical,reticulocyte hemoglobin,Total Reticulocyte Corpuscular Hemoglobin Content Measurement,chr|retich|ret. corpuscular hemoglobin content|reticulocyte corpuscular hemoglobin content|total reticulocyte corpuscular hemoglobin content measurement|reticulocyte cellular hemoglobin content,,,
1356,numerical,mold mix antigen ige antibody,Mold Mix Antigen IgE Antibody Measurement,mold mix antigen ige antibody|c130109,,,
1357,numerical,digoxin,digoxin,"12beta-hydroxydigitoxin|digoxine|digoxin substance|3beta,12beta,14-trihydroxy-5beta,14beta-card-20 22 -enolid-3-tridigitoxosid|digoxin  substance|digoxigenin-tridigitoxosid|digossina|12β-hydroxydigitoxin|digoxinum|card-20 22 -enolide, 3-  o-2,6-dideoxy-beta-d-ribo-hexopyranosyl- 1-4 -o-2,6-dideoxy-beta-d-ribo-hexopyranosyl- 1-4 -2,6-dideoxy-beta-d-ribo-hexopyranosyl oxy -12,14-dihydroxy-,  3beta,5beta,12beta -|digoxina|digoxin|product containing digoxin  medicinal product|digoxin-containing product",,,
1358,numerical,sjogrens ss-a52 antibody,Sjogren's Syndrome,"syndrome sjogren|sjogren syndrome|syndrome sjogrens|sjoegren syndrome|sjogren's syndrome|sjogrens syndrome|sjogren's disease|syndrome, sjogren's|sjogren's syndromes|sjögren's syndrome  disorder|syndrome sjogren's|sjogrens's syndrome|sjoegren's syndrome|sjögren's syndrome|sjögren syndrome|gougerout-sjoegren syndrome|sjögren's disease",,,
1359,numerical,s. enterotoxin b antigen ige antibody,Antibodies,"ab|antibody|product containing antibody  product|antibody-containing product|antibodies|antibody  substance|antibody, nos",,,
1360,numerical,cancer antigen 72-4,CA-72-4 antigen,ca 72.4 - carbohydrate antigen 72.4|ca 72-4 antigen|cancer antigen 72-4|ca-72-4 antigen|cancer antigen 72-4  substance|carbohydrate antigen 72-4|carbohydrate antigen 72.4|ca72-4 antigen,,,
1361,numerical,bilirubin crystals,Bilirubin,"bilirubin ix alpha|total bilirubin|bilirubin, nos|bilirubin  substance|21h-biline-8,12-dipropanoic acid, 2,17-diethenyl-1,10,19,22,23,24-hexahydro-3,7,13,18-tetramethyl-1,19-dioxo-|bilirubin|conjugated and unconjugated bilirubin|bilirubin, total",,,
1362,numerical,lipoprotein-a,Lipoprotein (a) measurement,lipoprotein a measurement|lipoprotein  a  measurement|lipoprotein  a  measurement  procedure|lipoprotein-a|lpa,,,
1363,numerical,soluble interleukin 6 receptor,soluble,,,,
1364,numerical,influenza a h1n1 antibody,Influenza due to Influenza A virus subtype H1N1,h1n1 influenza|h1n1 flu  swine flu|influenza caused by influenza a virus subtype h1n1|h1n1 flu|influenza a  h1n1|influenza caused by influenza a virus subtype h1n1  disorder|influenza due to influenza a virus subtype h1n1|swine flu|influenza a  h1n1  virus infection|h1n1 virus infection|swine influenza,,,
1365,numerical,interferon alpha,Interferon-alpha,"ifna|lymphoblast interferon|interferon alfa  substance|interferon, lymphoblastoid|natural alpha interferon|interferon alpha|lymphoblastoid interferon|interferon alfa-containing product|huifn-alpha-le|interferon alfa|ifn-α|interferon, leukocyte|alpha interferon|interferon, alpha|product containing interferon alfa  medicinal product|interferon-alpha|alpha interferons|alpha-interferon|leukocyte interferon|interferon, lymphoblast|interferon alfa natural",,,
1366,numerical,"cd8 t-lymphocytes, central memory",CD8 Antigens,"cd8|cd8 co-receptor|suppressor t lymphocyte marker|hla - class 1 human leukocyte antigen receptor|t-cell surface glycoprotein cd8|t8 - t-cell lineage 8|antigens, t-cell t8|lymphocyte antigen cd8  substance|antigens, leu-2|t-cell lineage 8|leucocyte 2|class 1 human leucocyte antigen receptor|cd8 antigens|t8 antigens, t-cell|hla - class 1 human leucocyte antigen receptor|cd8 molecule|lymphocyte antigen cd8|cluster of differentiation antigen 8|leu 2 antigens|okt8 - ortho kung t8|leu-2 antigens|cd8 complex|okt8 antigen|cd8 antigen|t-cell t8 antigens|cd8 - cluster of differentiation antigen 8|ortho kung t8|t8 molecule|leukocyte 2|antigens, cd8|t-suppressor / cytotoxic cell marker|t8 antigens, t cell|class 1 human leukocyte antigen receptor|antigen, cd8",,,
1367,numerical,"glutathione s-transferase, pi",Glutathione S-Transferase,"lyase, s-hydroxyalkyl glutathione|glutathione aryltransferase|s-hydroxyalkyl glutathione lyase|glutathione s alkyltransferase|protein, heme transfer|transferase, glutathione|glutathione s-alkyltransferase|glutathione s aryltransferase|glutathiones transferase|glutathione transferase  substance|glutathione s-aryltransferase|glutathione s-aralkyltransferase|glutathione transferase|glutathione s-transferase|s- hydroxyalkyl glutathione lyase|heme transfer protein|s hydroxyalkyl glutathione lyase|glutathione s transferase|s-aryltransferase, glutathione|s-alkyltransferase, glutathione|ligandin|gst - glutathione s transferase|ligandins|glutathione aralkyltransferase|gst|ec 2.5.1.18|glutathione organic nitrate ester reductase|glutathione s-epoxidetransferase|glutathione lyase, s-hydroxyalkyl|s-transferase, glutathione|glutathione transferases|transfer protein, heme|transferases, glutathione|rx:glutathione r-transferase|s-epoxidetransferase, glutathione|glutathione s epoxidetransferase",,,
1368,numerical,cholinesterase,Cholinesterases,cholinesterases|acylcholine acylhydrolase|cholinesterase plasma|choline esterase ii|plasma cholinesterase|acylcholineacylhydrolase|cholinesterase,,,
1369,numerical,german cockroach antigen igg antibody,German language,deu|german language|german language  qualifier value|german,,,
1370,numerical,bordetella pertussis toxin igg antibody,Bordetella pertussis,b. pertussis|haemophilus pertussis|bordetella pertussis bacterium|bordetella pertussis  organism|bordetella pertussis|hemophilus pertussis|microbe de la coqueluche|bacterium tussis-convulsivae,,,
1371,numerical,cholesterol crystals,cholesterol,"3β,14β,17α -cholest-5-en-3-ol|cholest-5-en-3-ol  3beta -|cholesterol  substance|3beta -cholest-5-en-3-ol|5-cholesten-3b-ol|cholesterol|cholest-5-en-3beta-ol|- -cholesterol",,,
1372,numerical,cat dander antigen igg4 antibody,Cat dander antigen,,,,
1373,numerical,tumor necrosis factor,Tumor Necrosis Factors,"tumor necrosis factors|tnfsf protein|tumor necrosis factor  unspecified|tumor necrosis factor superfamily protein|tnf receptor ligands|necrosis factors, tumor|tnf  unspecified|tumor necrosis factor|receptor ligands, tnf|tumor necrosis factor family protein",,,
1374,numerical,immunoglobulin g subclass 2,Immunoglobulin IgG2,igg2 - immunoglobulin g2|immunoglobulin g2|immunoglobulin g subclass 2|immunoglobulin igg2|immunoglobulin g2  igg2|immunoglobulin igg2  substance|igg2,,,
1375,numerical,procalcitonin,procalcitonin,calcitonin precursor polyprotein|procalcitonin  substance|procalcitonin|calcitonin-1|calcitonin related polypeptide alpha|pro-calcitonin|calcitonin 1|pro calcitonin,,,
1376,numerical,immature reticulocyte fraction,Immature,immature  qualifier value|prematures|immature|immaturity|premature,,,
1377,numerical,hepatitis d virus antibody,Hepatitis Delta Virus,"delta viruses, hepatitis|hepatitis delta virus|delta agents|hepatitis d viruses|hepatitis d virus|hepatitis delta virus hdv|hepatitis d virus  organism|hepatitis delta viruses|hdv - hepatitis d virus|delta agent|delta hepatitis virus|delta virus|delta virus, hepatitis|delta viruses|hdv|delta hepatitis viral agent|hepatitis, delta virus",,,
1378,numerical,spermatozoa,sperm cell,spermatozoa|spermatozoa  cell|cell sperm|spermium|sperm cell|cells sperm|spermatozoon|mature sperm cell|sperms|androcyte|sperm|cells sperms|spermatic|zoosperm,,,
1379,numerical,p50 oxygen,P50 Oxygen Measurement,p50 oxygen|p50oxygn,,,
1380,numerical,monosodium urate crystals,Sodium Urate Monohydrate,"urate monohydrate, sodium|monosodium urate  substance|sodium acid urate|sodium urate|monohydrate, monosodium urate|urate, sodium acid|monohydrate, sodium urate|urate monohydrate, monosodium|monosodium urate|monosodium urate monohydrate|acid urate, sodium|urate, sodium|monosodium urates|sodium acid urate monohydrate|urate, monosodium",,,
1381,numerical,squamous cell carcinoma antigen,Squamous cell carcinoma antigen,scc-ag|scc antigen|squamous cell carcinoma antigen|scca - squamous cell carcinoma antigen|squamous cell carcinoma antigen  substance|squamous cell carcinoma-related antigen,,,
1382,numerical,toxoplasma igm antibody,Toxoplasma,"toxoplasmas|toxoplasma|genus: toxoplasma|toxoplasmal|toxoplasma, nos|toxoplasma species|toxoplasma  organism",,,
1383,numerical,anti-neutrophil cytoplasmic antibody,Cytoplasm,cytoplasms|cytoplasma|cytoplasm|cytoplasmic,,,
1384,numerical,d. pteronyssinus antigen ige antibody,Dermatophagoides pteronyssinus,"dermatophagoides pteronyssina|european house dust mite|dermatophagoides pteronyssinus  organism|d. pteronyssinus|dermatophagoides pteronyssimus|house dust mite|d pteronyssinus|house dust mite, european|dermatophagoides pteronyssinus",,,
1385,numerical,hla-dr51 antigen type,HLA-DR51 antigen,"human leukocyte antigen dr51|hla - human leukocyte antigen dr51|hla-dr51 antigen|human leucocyte antigen dr51|hla class ii histocompatibility antigen, drb5 beta chain|hla - human leucocyte antigen dr51|human leukocyte antigen dr51  substance",,,
1386,numerical,pp arterial o2/fraction inspired o2,Pancreatic Polypeptide,pp - pancreatic polypeptide|pancreatic peptide  substance|pancreatic peptide|pancreatic polypeptide hormone|pp|pancreatic polypeptide  pp|pancreatic polypeptide|ppp - pancreatic polypeptide|pancreatic polypeptides,,,
1387,numerical,sars coronavirus 2,Severe Acute Respiratory Syndrome,"severe acute respiratory syndrome  sars|coronavirus infections|sars|sars-associated coronavirus|sars-cov infection|respiratory syndrome, acute, severe|severe acute respiratory syndrome  disorder|sars  severe acute respiratory syndrome|severe acute respiratory syndrome|respiratory syndrome, severe acute",,,
1388,numerical,lysis time,Fibrin Clot Lysis Time,"times, clot lysis|fibrinolysin assay, screening  procedure|fibrinolysis time|clot lysis times|lysis time, clot|clot lysis time|lysis times, clot|plasmin assay, quantitative|time, clot lysis|fibrinolysin assay, screening|fibrinolysin assay, quantitative|whole blood clot lysis time|fibrin clot lysis time",,,
1389,numerical,bacterial casts,Bacterial,bacterial,,,
1390,numerical,monoclonal protein spike 1,Monoclonal Protein Spike Measurement,mspike|monoclonal protein spike,,,
1391,numerical,cladosporium herbarum pollen ige,Cladosporium herbarum,mycosphaerella tassiana|cladosporium herbarum|dematium vulgare|mycosphaerella tulasnei|cladosporium herbarum  organism|dematium herbarum|byssus herbarum,,,
1392,numerical,dihydrocodeine,dihydrocodeine,"dihydrocodeine-containing product|dhc|dihydrocodeine acid|dihydrocodeine  substance|morphinan-6-alpha-ol, 4,5-alpha-epoxy-3-methoxy-17-methyl-|product containing dihydrocodeine  medicinal product|dihydrocodeine",,,
1393,numerical,antimitochondrial igg antibody,Antibodies,"ab|antibody|product containing antibody  product|antibody-containing product|antibodies|antibody  substance|antibody, nos",,,
1394,numerical,factor xiv,Protein C antigen measurement,autoprothrombin iia|protein c|factor xiv|protein c measurement|protein c antigen|factxiv|factor xiv measurement,,,
1395,numerical,rdw standard deviation,Red cell distribution width determination,red cell distribution width determination|cells distribution red width|red cell volume distribution width|red cell distribution width|rdw-cv|erythrocytes distribution width|red cell width distribution|rdw determination|rdw - red blood cell distribution width|erythrocyte distribution width measurement|red blood cell distribution width|cell distribution red width|red cell distribution width determination  procedure|rdw,,,
1396,numerical,hepatitis b virus core igm antibody,Hepatitis B Virus Core IgM Antibody Measurement,hbcigmab|hepatitis b virus core igm antibody,,,
1397,numerical,strongyloides igg antibody,Strongyloides IgG,immunoglobulin g antibody to strongyloides  substance|immunoglobulin g antibody to strongyloides|anti-strongyloides igg,,,
1398,numerical,proliferating cell nuclear antigen,Proliferating Cell Nuclear Antigen,"proliferating cell nuclear antigen|proliferating cell nuclear antigen  pcna|pcna|cyclin|dna polymerase delta auxiliary protein|antigen, proliferating cell nuclear",,,
1399,numerical,bermuda grass pollen igg4,Cynodon,"cynodon|grass, bermuda|bermudagrasses|bermudagrass|cynodon  organism|cynodons|grasses, bermuda|bermuda grasses|cynodon, nos|bermuda grass",,,
1400,numerical,hav viral load,Hepatitis A,"viral hepatitis, type a  disorder|hepatitides, infectious|hepatitis a infection|hepatitis|hav|infectious viral hepatitis|infectious hepatitis  hepatitis a|a hepatitis|ih - infectious hepatitis|hepatitis infectious|hep a|hepatitis a|infectious hepatitis|infectious hepatitides|acute hepatitis a|hepatitis, infectious|infectious hepatitis a|viral hepatitis, type a|hep a, nos|hepatitis viral",,,
1401,numerical,albumin/creatinine,Albumin To Creatinine Protein Ratio Measurement,albumin/creatinine ratio measurement  procedure|albumin creatinine|albumin to creatinine protein ratio measurement|microalbumin/creatinine ratio|albumin creatinine ratio|albumin/creatinine ratio measurement|albumin/creatinine ratio|albumin/creatinine|albcreat,,,
1402,numerical,monoclonal protein spike quantity 2,Monoclonal Protein Spike Measurement,mspike|monoclonal protein spike,,,
1403,numerical,cockroach oriental ige,Dictyoptera <superorder>,"cockroach, nos|cockroache|cockroach|dictyopteras|cockroachs|dictyoptera|dictyoptera <insect superorder>|cockroaches",,,
1404,numerical,immature basophils/leukocytes,Immature,immature  qualifier value|prematures|immature|immaturity|premature,,,
1405,numerical,eotaxin-3,"CCL26 protein, human","thymic stroma chemokine-1 protein, human|eotaxin 3|chemokine n1|small-inducible cytokine a26|eotaxin-3, human|ccl26|mip-4-alpha protein, human|macrophage inflammatory protein 4-alpha, human|chemokine  c-c motif  ligand 26|macrophage inflammatory protein 4-alpha|eotaxin-3|small inducible cytokine subfamily a  cys-cys , member 26|small inducible cytokine a26|eotaxin 3, human|thymic stroma chemokine-1|mip-4-alpha|tsc-1|chemokine  c-c motif  ligand 26 protein, human|cc chemokine imac|c-c motif chemokine 26|ccl26 protein, human",,,
1406,numerical,total iron binding capacity,Total iron binding capacity function,"total iron binding capacity  observable entity|total iron binding capacity|tibc - total iron binding capacity|total iron binding capacity, function",,,
1407,numerical,fibrotest actitest score,FibroTest Score Measurement,fbrtst|fibrosure score measurement|fibrotest score|fibrosure score,,,
1408,numerical,sulfa crystals,sulfa,,,,
1409,numerical,insulin resistance,Insulin,"unmodified insulin preparation|insulin product|insulin, regular|insulin-containing product|insulin preparation|regular insulin|product containing insulin  product|regular insulin preparation|soluble insulin|insulin  substance|insulin|insulin regular|insulins|insulin preparations|insulin, soluble|insulin products|insulin preparation, nos",,,
1410,numerical,partial pressure oxygen,Partial pressure of Oxygen,"partial pressure of oxygen  po2|oxygen, partial pressure|partial pressure of oxygen|oxygen partial pressure|po2",,,
1411,numerical,centromere antibodies,Centromere antibody,centromere antibody|anti centromere antibody|centromere ab|anti-centromere antibody|antibodies centromere|centromere antibody  substance,,,
1412,numerical,vitamin a,vitamin A,retinol|retinol  substance|vitamin a preparations|vitamin a preparation|vitamin a usp|retinol-containing product|product containing retinol  medicinal product|retinol  vit a|retinols|viatmin a|vit a|a vitamin|vitamin-a|vitamin a,,,
1413,numerical,"cd4 t-lymphocytes, effector",CD4 Antigens,"t-cell t4 antigens|ortho kung t4|t4 molecule|antigens, t-cell t4|cd4 - cluster of differentiation antigen 4|cd4 molecule|cd4 antigens|surface cd4 receptor|surface cd4 receptors|helper t lymphocyte marker|antigens, cd4|t4 - t-cell lineage 4|t4 antigens, t cell|cd4 receptor, surface|t4 antigens, t-cell|receptors, surface cd4|cd4 receptors|lymphocyte antigen cd4|okt4 - ortho kung t4|t-helper cell marker|antigen, cd4|cluster of differentiation antigen 4|leucocyte 3a|cd4|cd4 receptors, surface|leukocyte 3a|lymphocyte antigen cd4  substance|t-cell lineage 4|okt4 antigen|receptors, cd4|cd4 antigen|cd4 receptor",,,
1414,numerical,type i collagen c-telopeptides,collagen type I,"collagen type i  substance|type i collagen|collagen 1|collagen, type 1|collagen vulgaris|collagen type i|collagen type 1|collagen i|collagen, type i|type 1 collagen",,,
1415,numerical,bordetella pertussis igm antibody,Bordetella pertussis IgM,immunoglobulin m antibody to bordetella pertussis  substance|anti-bordetella pertussis igm|immunoglobulin m antibody to bordetella pertussis,,,
1416,numerical,nitrate,Nitrates,"nitrate salt|nitrate salt  substance|nitrate salts|nitrates|nitrate|nitrate salt, nos",,,
1417,numerical,mycoplasma pneumoniae iga antibody,Mycoplasma pneumoniae,schizoplasma pneumoniae|eaton agent|filterable agent of primary atypical pneumonia|m. pneumoniae|mycoplasma pneumoniae|mycoplasma pneumoniae  organism|eaton liu agent,,,
1418,numerical,clonal plasma cells,Clone,clonal|clone,,,
1419,numerical,drug screen,Substance Abuse Detection,"drug abuse screening|screening, drug abuse|drug test|drug abuse testings|drug abuse test|substance abuse testing|detection, drug abuse|drug tests|drug abuse screenings|narcotic screening|drugs test|drug usage testing|narcotics screen, nos|identification and screening for aod use|drugs of abuse screening|testings, drug abuse|drug of abuse screen, nos|drug abuse detection|screenings, drug abuse|drug of abuse screen|drug screening usage|screens for substance abuse|substance abuse detections|drug of abuse screen  procedure|drug abuse detections|testing, substance abuse|testing, drug abuse|drug detection|test drug|drugs tests|substance abuse test|drug testing|identification and screening for alcohol or other drugs use|screening for substance abuse  procedure|drugscr|drugs of abuse screen|drug tested|narcotic screen|substance abuse screening|drug screen|drug test  detection|detections, drug abuse|drug abuse screen|screening for substance abuse|drugs testing|substance abuse detection|testings, substance abuse|drug abuse testing|detection, substance abuse|substance abuse testings|detections, substance abuse",,,
1420,numerical,lymphoblasts,lymphoblast,lymphoblast  cell|lymphoblastic|lymphocytoblast|lymphoblast|lymphoblasts,,,
1421,numerical,ova and parasite,Ovum,"egg, unfertilized|mature ovum|female gamete|fertilized oocyte|x-bearing ovum|ovum structure|ova|egg/ovum|x bearing ovum|human oocyte  egg|ovum  cell|eggs, unfertilized|x chromosome-bearing ovum|female gametes|human egg|egg cell|unfertilized eggs|ovum, nos|oocytes|egg|ovum|ova  qualifier value|ovum structure  cell structure|unfertilized egg|egg, nos",,,
1422,numerical,osmolality,Osmolality,osmolalities|osmolality|osmolality  observable entity,,,
1423,numerical,chlamydia pneumoniae igm antibody,Chlamydia pneumoniae IgM Antibody Measurement,chlamydia pneumoniae igm antibody|cpnigmab,,,
1424,numerical,luteinizing hormone,luteinizing hormone,"icsh  interstitial cell stimulating hormone|icsh|luteinizing hormone|pituitary interstitial cell stimulating hormone|lh  luteinizing hormone|leuteinizing hormone|hormone, luteinizing|interstitial cell stimulating hormone|luteinising hormone|interstitial cell stimulating hormone  icsh , pituitary|lh|luteotropic hormone|luteinizing gonadotropic hormone|pituitary luteinizing hormone  substance|hormone, interstitial cell-stimulating|gonadotropin, luteinizing hormone|pituitary luteinizing hormone|luteotropin|interstitial cell-stimulating hormone|luteinizing hormone  lh|pituitary luteinising hormone|lutropin",,,
1425,numerical,cytomegalovirus igg antibody,Cytomegalovirus IgG Antibody,anti-cytomegalovirus igg|cytomegalovirus igg|immunoglobulin g antibody to cytomegalovirus  substance|cytomegalovirus igg antibody|immunoglobulin g antibody to cytomegalovirus,,,
1426,numerical,methamphetamine,methamphetamine,"methamphetaminum|crank|meth|tina|methamphetamine|n-methylamphetamine|ice [methamphetamine]|chalk|methamphetamine-containing product|αs -n,α-dimethylbenzeneethanamine|ice|methyl-β-phenylisopropylamine|metamfetaminum|d-desoxyephedrine|métamfétamine|metamfetamine|methylamphetamine|s -n,α-dimethylbenzeneethanamine|metamfetamine-containing product|product containing metamfetamine  medicinal product|benzeneethanamine, n,alpha-dimethyl-,  s -|deoxyephedrine|d-1-phenyl-2-methylaminopropane|d-phenylisopropylmethylamine|cranks|n methylamphetamine|d-deoxyephedrine|d-n-methylamphetamine|metanfetamina|speed|desoxyephedrine|glass|+ - s -n-α-dimethylphenethylamine|crystal|metamfetamine  substance",,,
1427,numerical,immature granulocytes/leukocytes,Immature,immature  qualifier value|prematures|immature|immaturity|premature,,,
1428,numerical,calprotectin,Leukocyte L1 Antigen Complex,"migratory inhibitory factor-related protein mrp|s100a8/s100a9 complex|leukocyte l1 protein|leukocyte l1 complex|s100a8/a9 complex|calprotectin  substance|myelomonocytic antigen l1|27e10 antigen|l1 protein, leukocyte|antigen, 27e10|calgranulin|calcium-binding myeloid protein p8,14|calcium binding myeloid protein p8,14|calprotectin|migratory inhibitory factor related protein mrp|mrp-8/mrp-14 complex|leukocyte l1 antigen complex|l1 antigen|l1 molecule|calgranulins|antigen, l1|antigen l1, myelomonocytic",,,
1429,numerical,other cells/leukocytes,Hairy Cells to Leukocytes Ratio Measurement,hrycele|hairy cells/leukocytes,,,
1430,numerical,thyroglobulin,thyroglobulin,tg|thyroglobulinum|thyroglobulin|product containing thyroglobulin  medicinal product|thyroglobulins|thyroglobuline|tiroglobulina|thyroglobulin  substance|thyroglobulin-containing product|tg thyroglobulin|tg - thyroglobulin|thyroglobulin preparation,,,
1431,numerical,salivary flow rate,Salivary,salivary  qualifier value|salivary,,,
1432,numerical,complement ch50,Complement CH50,complement ch50,,,
1433,numerical,olive tree pollen ige ab,Olea (plant),"olive trees|trees, olive|olives|olive tree|olea <angiosperm>|olea|tree, olive",,,
1434,numerical,firmicutes/bacteroidetes ratio,Ratio,ratios|ratio  property   qualifier value|ratio  property|ratio|{ratio},,,
1435,numerical,alanine aminopeptidase,ALANINE AMINOPEPTIDASE,"cd13 - cluster of differentiation antigen 13|cd13 antigen|aap|lymphocyte antigen cd13|particle-bound aminopeptidase|membrane alanyl aminopeptidase|alanyl aminopeptidase|aminopeptidase n|aminopeptidase m|lymphocyte antigen cd13  substance|anpep|antigen, cd13|cd13 antigens|cd13|antigens, cd13|microsomal aminopeptidase|alanine aminopeptidase",,,
1436,numerical,diphtheria toxin igg antibody,Diphtheria Toxin,"toxin, diphtheria|corynebacterium diphtheriae toxin|toxin, corynebacterium diphtheriae|diphtheria toxin|diphtheria toxin  substance",,,
1437,numerical,cd2,CD2 Antigens,"cd58 receptor|lfa-2|lymphocyte antigen cd2|t-cell surface antigen t11/leu-5|cd2 - cluster of differentiation antigen 2|lfa-2 - lymphocyte function-associated antigen-2|rosette receptor|lymphocyte-function antigen-2|t-lymphocyte surface cd2 antigen|lfa-3 receptor|t-cell lineage 11|erythrocyte-binding glycoprotein, t11|okt11 - ortho kung t11|e-rosette receptor|cd2 antigens|lymphocyte function-associated antigen-2|ortho kung t11|erythrocyte receptor|srbcr  sheep red blood cell receptor|cd2 antigen|antigens, cd2|sheep red blood cell receptor|cd2 molecule|antigen, cd2|t11 erythrocyte binding glycoprotein|cd2r|cd2|t-cell surface antigen cd2|t11 - t-cell lineage 11|cluster of differentiation antigen 2|sheep erythrocyte receptor|lymphocyte antigen cd2  substance|t11 erythrocyte-binding glycoprotein",,,
1438,numerical,estrogen receptor,Estrogen Receptors,"e2r - estrogen receptor|estradiol receptor|estrogen receptors|nr3a|estrogen receptor family protein|estrogen receptor|estrogen receptor family|estrogen receptor  er|oestrogen receptor site|nuclear receptor subfamily 3 group a|receptors, estrogen|estrogen receptor  substance|estrogen--receptors|er|er family|estrogen receptor site|oestrogen receptor",,,
1439,numerical,insulin-like growth factor-2,"insulin-like growth factor 2, human","somatomedin a protein, human|insulinlike growth factor ii, human|insulin-like growth factor 2|igf-ii protein, human|igf2 protein, human|insulin-like growth factor-2|insulin-like growth factor ii|insulin-like growth factor 2, human|igf2|igf-ii|igf-2|somatomedin-a|somatomedin a",,,
1440,numerical,tryptase,TRYPTASE,lung tryptase|mast cell protease ii|tryptase mast cell|tryptase  substance|ec 3.4.21.59|tryptase|tryptases|mast cell tryptase,,,
1441,numerical,hla-b antigen type,Human leukocyte antigen (HLA) B antigen typing (procedure),hla  human leukocyte antigen  b phenotyping|hla  human leucocyte antigen  b phenotyping|hlabagt|human leukocyte antigen b antigen phenotyping  procedure|human leukocyte antigen b antigen phenotyping|hla-b antigen type|human leucocyte antigen b antigen phenotyping,,,
1442,numerical,glutamate,Glutamates,glutamates|glutamate,,,
1443,numerical,hepatitis b virus e antibody,Hepatitis E virus,hepatitis e virus  organism|hepatitis e virus|hev|hepatitis e virus  hev|hev - hepatitis e virus,,,
1444,numerical,beta-2 globulin,Beta-2 globulin,beta 2 globulin|beta-2 globulin|beta 2 globulin  substance,,,
1445,numerical,thrombocytes,Blood Platelets,"hayem's elementary corpuscle|deetjeen's body|platelets|plt platelet|marrow platelet|thrombocyte|thrombocytes|platelets, blood|platelets blood|platelet  cell structure|reticuloendothelial system, platelets|platelet blood|bizzozero's corpuscle/cell|platelet, blood|blood platelets|platelet|plt - platelet|blood platelet|plt - platelets",,,
1446,numerical,cytokeratin 18 m30,Cytokeratin 18,"endo b cytokeratin|endo-b cytokeratin|cytokeratin 18|cytokeratin d|keratin-18|cytokeratin-18|keratin 18|cytokeratin, endo-b",,,
1447,numerical,lymphoma cells,Lymphoma cells,cell lymphoma|lymphoma cells,,,
1448,numerical,yeast hyphae,Yeast Hyphae Screening,yeasthyp|yeast hyphae,,,
